Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,SeniorCitizenLabel,ServiceCount,AvgMonthlySpend,ChargeToTenureRatio,CLV,TenureGroup_num,ChargesBand_num,ContractRisk,IsNewCustomer,IsLongTermCustomer,HasNoAddOns,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes
0,0,1,1,1,0,0,45.3,45.3,0,0,0,45.3,1.0,45.3,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,8,1,2,0,0,84.5,662.65,1,0,1,82.83,1.0202,662.65,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1
1,1,33,1,1,1,0,74.75,2453.3,0,0,4,74.34,1.0055,2453.3,2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,1
0,0,13,1,2,0,1,79.25,1111.65,1,0,2,85.51,0.9268,1111.65,1,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0
1,0,1,0,1,0,1,24.8,24.8,1,0,0,24.8,1.0,24.8,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,20,1,1,0,1,51.8,1023.85,0,0,1,51.19,1.0119,1023.85,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,3,0,1,0,0,30.4,82.15,0,0,1,27.38,1.1103,82.15,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,13,1,0,1,0,19.65,244.8,0,0,0,18.83,1.0435,244.8,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,40,1,1,0,0,56.6,2379.1,0,0,1,59.48,0.9516,2379.1,2,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0
1,1,43,1,1,1,1,71.9,3173.35,0,0,3,73.8,0.9743,3173.35,2,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1
1,0,6,1,2,0,1,91.0,531.0,1,0,3,88.5,1.0282,531.0,0,2,2,1,0,0,0,1,0,0,0,1,1,0,0,1
1,1,69,1,0,2,0,19.75,1375.4,0,0,0,19.93,0.991,1375.4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,72,1,2,2,0,109.7,8129.3,0,0,5,112.91,0.9716,8129.3,3,3,0,0,1,0,1,0,0,1,1,1,1,0,1,1
1,1,59,1,0,2,0,19.3,1192.7,0,0,0,20.22,0.9545,1192.7,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1,0,20,1,2,0,1,96.55,1901.65,0,0,4,95.08,1.0155,1901.65,1,3,2,0,0,0,0,1,0,0,1,1,0,1,1,0
1,1,24,1,0,2,1,24.1,587.4,0,0,0,24.48,0.9845,587.4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,59,1,2,0,1,111.35,6519.75,0,0,5,110.5,1.0077,6519.75,3,3,2,0,1,0,0,1,0,1,0,1,1,1,1,1
1,1,72,1,2,2,1,112.25,8041.65,0,0,5,111.69,1.005,8041.65,3,3,0,0,1,0,0,0,0,1,0,1,1,1,1,1
0,1,1,1,0,0,0,20.75,20.75,0,0,0,20.75,1.0,20.75,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,27,1,2,1,1,101.9,2681.15,0,0,4,99.3,1.0262,2681.15,2,3,1,0,0,0,1,0,0,0,1,0,0,1,1,1
0,0,14,1,2,0,1,80.05,1112.3,0,0,2,79.45,1.0076,1112.3,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0
1,1,71,1,2,2,0,105.55,7405.5,0,0,4,104.3,1.012,7405.5,3,3,0,0,1,0,0,1,0,1,1,0,1,0,1,1
0,1,13,1,2,0,1,78.3,1033.95,0,0,1,79.53,0.9845,1033.95,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,44,1,2,0,0,68.85,2958.95,0,0,0,67.25,1.0238,2958.95,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,33,1,2,1,1,79.95,2684.85,0,0,2,81.36,0.9827,2684.85,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,72,0,1,2,1,55.45,4179.2,0,0,5,58.04,0.9554,4179.2,3,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1
0,0,1,1,2,0,0,79.9,79.9,1,0,1,79.9,1.0,79.9,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,19,1,2,0,1,106.6,1934.45,1,0,5,101.81,1.047,1934.45,1,3,2,0,0,0,0,1,0,0,1,0,1,1,1,1
1,0,64,1,2,1,1,102.45,6654.1,0,0,5,103.97,0.9854,6654.1,3,3,1,0,1,0,1,0,0,0,0,1,1,1,1,1
0,0,2,1,1,0,1,46.0,84.5,1,0,0,42.25,1.0888,84.5,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,25.25,25.25,0,0,0,25.25,1.0,25.25,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,1,61,1,0,2,0,19.75,1124.2,0,0,0,18.43,1.0716,1124.2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,29,1,0,1,0,20.0,540.05,0,0,0,18.62,1.0741,540.05,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,23,1,2,0,0,86.8,1975.85,0,1,1,85.91,1.0104,1975.85,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1
1,0,57,0,1,0,1,58.75,3437.45,0,0,5,60.31,0.9741,3437.45,3,1,2,0,1,0,0,0,0,0,1,1,1,0,1,1
1,1,72,0,1,2,0,45.25,3139.8,0,0,4,43.61,1.0376,3139.8,3,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0
1,0,66,0,1,2,1,56.6,3789.2,0,0,5,57.41,0.9859,3789.2,3,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0
1,1,65,1,1,2,1,84.2,5324.5,0,0,5,81.92,1.0278,5324.5,3,2,0,0,1,0,0,0,0,1,0,1,1,1,1,1
0,0,8,1,2,0,1,80.0,624.6,0,0,1,78.08,1.0246,624.6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,1,2,0,1,70.15,268.35,1,0,0,67.09,1.0456,268.35,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,71,1,0,2,0,24.75,1836.9,0,0,0,25.87,0.9567,1836.9,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,0,1,1,20.2,20.2,0,0,0,20.2,1.0,20.2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,4,1,1,0,0,50.05,179.35,1,0,1,44.84,1.1162,179.35,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,12,1,0,1,1,19.35,219.35,0,0,0,18.28,1.0585,219.35,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,24,0,1,1,1,50.6,1288.75,0,0,3,53.7,0.9423,1288.75,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
1,1,31,1,1,1,1,81.15,2545.75,0,0,5,82.12,0.9882,2545.75,2,2,1,0,0,0,0,0,1,0,1,0,1,1,1,1
1,0,1,1,1,0,0,55.2,55.2,1,0,1,55.2,1.0,55.2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,30,1,2,0,1,89.9,2723.15,0,0,2,90.77,0.9904,2723.15,2,2,2,0,0,0,1,0,0,1,0,0,0,1,0,1
1,1,47,1,1,2,1,85.3,4107.25,0,0,5,87.39,0.9761,4107.25,2,2,0,0,0,0,1,0,0,1,1,1,0,1,1,1
0,0,54,1,2,2,1,108.0,5760.65,0,0,5,106.68,1.0124,5760.65,3,3,0,0,1,0,1,0,0,1,1,1,0,1,1,1
0,0,50,1,2,0,1,93.5,4747.5,0,0,4,94.95,0.9847,4747.5,3,2,2,0,1,0,1,0,0,0,1,1,0,1,0,1
0,0,1,1,2,0,1,84.6,84.6,1,0,2,84.6,1.0,84.6,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1
0,0,72,1,0,2,0,20.25,1566.9,0,0,0,21.76,0.9306,1566.9,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,0,29,1,0,0,0,25.15,702.0,0,0,0,24.21,1.0388,702.0,2,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,2,1,1,0,1,54.4,114.1,1,0,1,57.05,0.9535,114.1,0,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0
0,0,10,0,1,2,1,29.6,299.05,0,0,1,29.9,0.99,299.05,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0,18,1,2,0,1,73.15,1305.95,0,0,0,72.55,1.0083,1305.95,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,11,1,2,0,1,95.0,1120.3,1,1,3,101.85,0.9327,1120.3,0,2,2,1,0,0,0,1,0,0,0,1,0,0,1,1
0,0,16,1,0,2,0,19.75,284.35,0,0,0,17.77,1.1114,284.35,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,72,1,1,2,0,86.6,6350.5,0,0,5,88.2,0.9819,6350.5,3,2,0,0,1,0,0,0,0,1,0,1,1,1,1,1
0,0,72,1,2,2,0,109.2,7878.3,0,0,5,109.42,0.998,7878.3,3,3,0,0,1,0,0,0,0,1,0,1,1,1,1,1
1,1,41,1,1,1,1,74.7,3187.65,0,0,4,77.75,0.9608,3187.65,2,2,1,0,0,0,1,0,0,0,1,0,0,1,1,1
1,0,65,1,2,0,0,94.4,6126.15,0,1,4,94.25,1.0016,6126.15,3,2,2,0,1,0,0,1,0,0,1,1,1,0,0,1
0,0,13,1,1,0,1,54.8,731.3,0,1,2,56.25,0.9742,731.3,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,4,1,2,0,0,75.35,273.4,0,1,1,68.35,1.1024,273.4,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,41,1,1,1,0,65.0,2531.8,0,0,2,61.75,1.0526,2531.8,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1
0,0,15,1,2,0,1,74.4,1074.3,1,1,1,71.62,1.0388,1074.3,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,1,0,1,48.55,48.55,1,0,1,48.55,1.0,48.55,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,42,1,2,1,1,99.0,4298.45,0,0,4,102.34,0.9674,4298.45,2,3,1,0,0,0,0,1,0,1,1,1,1,0,0,1
1,0,51,1,2,1,1,93.5,4619.55,0,0,4,90.58,1.0322,4619.55,3,2,1,0,1,0,0,1,0,0,1,1,1,0,1,0
1,1,2,1,2,0,0,70.4,147.15,1,0,0,73.58,0.9568,147.15,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,40.2,40.2,1,1,2,40.2,1.0,40.2,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0
0,1,32,1,1,1,0,83.7,2633.3,0,0,5,82.29,1.0171,2633.3,2,2,1,0,0,0,1,0,0,1,0,1,1,1,1,1
0,0,10,1,0,0,1,19.85,193.05,0,0,0,19.3,1.0285,193.05,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,67,0,1,2,1,59.55,4103.9,0,0,5,61.25,0.9722,4103.9,3,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1
1,1,61,1,2,2,0,115.1,7008.15,0,0,6,114.89,1.0018,7008.15,3,3,0,0,1,0,1,0,0,1,1,1,1,1,1,1
0,0,50,1,2,1,0,114.35,5791.1,0,0,6,115.82,0.9873,5791.1,3,3,1,0,1,0,1,0,0,1,1,1,1,1,1,1
1,0,2,1,1,0,1,44.6,80.55,1,0,0,40.28,1.1072,80.55,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
1,0,29,0,1,0,1,45.0,1228.65,0,1,3,42.37,1.0621,1228.65,2,1,2,0,0,0,0,1,0,0,1,0,1,0,0,1
0,0,3,0,1,0,1,41.15,132.2,1,1,2,44.07,0.9337,132.2,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,13,1,2,0,1,106.9,1364.3,1,1,4,104.95,1.0186,1364.3,1,3,2,0,0,0,0,1,0,1,0,1,1,0,1,1
1,0,57,1,2,0,1,89.85,4925.35,0,1,2,86.41,1.0398,4925.35,3,2,2,0,1,0,0,1,0,1,0,1,0,0,0,1
0,0,31,0,1,2,1,49.85,1520.1,0,0,4,49.04,1.0165,1520.1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1,0,45,1,2,1,0,113.3,5032.25,0,0,6,111.83,1.0131,5032.25,2,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1
1,1,61,1,1,2,0,88.1,5526.75,0,0,6,90.6,0.9724,5526.75,3,2,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,0,50,1,0,2,0,24.9,1195.25,0,0,0,23.9,1.0418,1195.25,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,19,1,2,0,1,105.0,2007.25,0,1,5,105.64,0.9939,2007.25,1,3,2,0,0,0,0,0,1,0,1,1,0,1,1,1
0,0,59,1,0,2,0,19.35,1099.6,1,0,0,18.64,1.0381,1099.6,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,0,71,1,0,2,1,24.25,1732.95,0,0,0,24.41,0.9934,1732.95,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0,16,1,2,0,1,94.45,1511.2,1,1,3,94.45,1.0,1511.2,1,2,2,0,0,0,0,1,0,0,0,0,0,1,1,1
1,0,57,1,1,2,1,59.75,3450.15,0,0,3,60.53,0.9871,3450.15,3,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0
0,0,1,0,1,0,0,24.8,24.8,1,0,0,24.8,1.0,24.8,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,20,1,2,0,0,107.05,2172.05,0,1,4,108.6,0.9857,2172.05,1,3,2,0,0,0,0,1,0,1,0,1,0,1,1,1
0,0,1,1,2,0,0,70.6,70.6,1,0,0,70.6,1.0,70.6,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,5,1,2,0,1,85.4,401.1,1,0,2,80.22,1.0646,401.1,0,2,2,1,0,0,0,1,0,1,0,1,0,1,0,0
1,0,52,1,2,0,1,105.05,5624.85,1,0,4,108.17,0.9712,5624.85,3,3,2,0,1,0,0,1,0,1,0,1,1,0,1,1
1,0,21,1,1,0,1,64.95,1339.8,0,1,3,63.8,1.018,1339.8,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
0,0,14,0,1,0,1,55.0,771.95,0,0,4,55.14,0.9975,771.95,1,1,2,0,0,0,0,1,0,0,0,0,1,1,1,1
0,0,5,1,1,0,0,50.55,244.75,0,0,1,48.95,1.0327,244.75,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,1,1,0,0,55.15,322.9,0,0,2,53.82,1.0247,322.9,0,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0
0,0,10,1,1,0,0,51.2,498.25,0,0,1,49.82,1.0277,498.25,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,25.4,25.4,0,0,0,25.4,1.0,25.4,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0
0,0,68,1,1,0,0,54.45,3687.75,0,0,1,54.23,1.0041,3687.75,3,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0
1,1,18,1,2,0,0,95.15,1779.95,1,0,3,98.89,0.9622,1779.95,1,3,2,0,0,0,0,0,1,0,0,0,1,0,1,1
0,0,22,1,2,1,1,76.0,1783.6,0,0,0,81.07,0.9375,1783.6,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,20,1,1,0,1,44.35,927.15,0,0,0,46.36,0.9566,927.15,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,1,2,0,0,70.0,70.0,1,0,0,70.0,1.0,70.0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,8,1,2,0,1,74.5,606.55,1,1,1,75.82,0.9826,606.55,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,10,1,1,0,1,44.85,435.4,1,0,0,43.54,1.0301,435.4,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,24,1,2,0,1,76.1,1712.7,1,1,0,71.36,1.0664,1712.7,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,35,1,1,1,0,61.2,2021.2,0,0,3,57.75,1.0597,2021.2,2,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0
1,1,23,1,2,1,0,86.8,1940.8,0,0,3,84.38,1.0287,1940.8,1,2,1,0,0,0,0,0,1,0,0,1,1,1,0,0
0,0,6,1,2,0,1,89.35,567.8,0,1,2,94.63,0.9442,567.8,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
0,0,12,1,0,0,0,19.7,220.35,0,0,0,18.36,1.073,220.35,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,20.25,20.25,0,0,0,20.25,1.0,20.25,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,71,1,2,2,0,76.05,5436.45,0,0,1,76.57,0.9932,5436.45,3,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,0,35,1,2,0,1,100.8,3437.5,0,1,3,98.21,1.0264,3437.5,2,3,2,0,0,0,0,1,0,1,0,0,1,0,1,1
1,1,40,1,1,0,1,74.55,3015.75,0,0,3,75.39,0.9889,3015.75,2,2,2,0,0,0,0,1,0,1,0,0,1,0,1,1
0,1,1,1,2,0,1,73.6,73.6,1,0,1,73.6,1.0,73.6,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,23,1,1,1,1,64.9,1509.8,0,0,2,65.64,0.9887,1509.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,4,1,2,0,1,95.45,396.1,1,1,2,99.02,0.9639,396.1,0,3,2,1,0,0,0,1,0,1,0,0,0,0,1,1
0,0,4,1,2,0,1,90.4,356.65,0,0,3,89.16,1.0139,356.65,0,2,2,1,0,0,0,1,0,0,0,0,1,1,0,1
1,1,68,0,1,2,0,60.3,4109.0,0,0,5,60.43,0.9978,4109.0,3,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1
0,1,38,1,2,0,1,81.85,3141.7,0,0,1,82.68,0.99,3141.7,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0
1,1,52,1,0,2,0,24.8,1229.1,0,0,0,23.64,1.0491,1229.1,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
1,0,32,1,2,0,1,74.9,2303.35,1,1,0,71.98,1.0406,2303.35,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,29,1,1,2,0,75.55,2054.4,0,0,4,70.84,1.0665,2054.4,2,2,0,0,0,0,0,0,1,0,0,0,1,1,1,1
1,1,38,1,2,0,0,101.15,3741.85,0,1,3,98.47,1.0272,3741.85,2,3,2,0,0,0,0,1,0,1,0,1,0,0,1,1
0,1,48,1,1,1,1,78.75,3682.45,0,0,4,76.72,1.0265,3682.45,2,2,1,0,0,0,1,0,0,1,1,0,1,0,1,1
0,0,1,1,0,0,1,19.25,19.25,0,0,0,19.25,1.0,19.25,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,22,1,2,0,1,89.05,1886.25,0,0,3,85.74,1.0386,1886.25,1,2,2,0,0,0,0,1,0,0,1,0,0,1,0,1
0,0,43,1,2,2,0,115.05,4895.1,0,0,6,113.84,1.0106,4895.1,2,3,0,0,0,0,1,0,0,1,1,1,1,1,1,1
1,0,5,1,2,0,1,69.35,341.6,0,1,0,68.32,1.0151,341.6,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,5,1,2,0,1,80.6,415.55,1,0,1,83.11,0.9698,415.55,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0
1,1,51,1,2,1,0,110.05,5686.4,0,0,5,111.5,0.987,5686.4,3,3,1,0,1,0,1,0,0,1,1,1,0,1,1,1
0,0,71,1,0,2,1,19.9,1355.1,0,0,0,19.09,1.0424,1355.1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1,1,38,1,1,1,0,80.3,3058.65,1,0,5,80.49,0.9976,3058.65,2,2,1,0,0,0,1,0,0,0,1,1,0,1,1,1
1,0,24,1,2,0,1,93.15,2231.05,1,1,3,92.96,1.002,2231.05,1,2,2,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,35,1,2,0,1,91.5,3236.35,0,0,2,92.47,0.9895,3236.35,2,2,2,0,0,0,1,0,0,1,0,0,0,1,1,0
0,0,54,1,1,1,0,82.45,4350.1,1,1,5,80.56,1.0235,4350.1,3,2,1,0,1,0,0,0,0,1,1,1,0,1,1,1
1,1,72,0,1,2,1,60.0,4264.0,0,0,5,59.22,1.0132,4264.0,3,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1
0,0,1,1,1,0,1,44.8,44.8,0,0,0,44.8,1.0,44.8,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,9,1,1,1,0,48.6,422.3,0,0,1,46.92,1.0358,422.3,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,69,0,1,2,1,60.05,4176.7,0,0,5,60.53,0.9921,4176.7,3,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1
1,0,52,1,2,0,1,102.7,5138.1,0,0,4,98.81,1.0394,5138.1,3,3,2,0,1,0,1,0,0,1,0,1,0,1,1,1
1,0,11,1,2,0,1,82.9,880.05,0,1,2,80.0,1.0362,880.05,0,2,2,1,0,0,0,1,0,0,0,0,0,1,1,0
0,0,2,1,2,0,1,70.35,139.05,1,1,0,69.53,1.0118,139.05,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,28,0,1,0,1,35.9,973.65,0,1,1,34.77,1.0325,973.65,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,17,1,2,0,1,82.65,1470.05,0,1,1,86.47,0.9558,1470.05,1,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,35,1,0,2,1,19.85,739.35,0,0,0,21.12,0.9399,739.35,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,8,1,0,1,1,19.2,161.95,0,0,0,20.24,0.9486,161.95,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,46,1,2,1,1,94.9,4422.95,0,0,3,96.15,0.987,4422.95,2,2,1,0,0,0,1,0,0,1,0,1,1,0,1,0
0,0,7,1,2,0,1,73.85,511.25,1,0,0,73.04,1.0111,511.25,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,2,1,2,0,0,80.6,155.8,1,0,1,77.9,1.0347,155.8,0,2,2,1,0,0,0,0,1,1,0,0,1,0,0,0
1,1,68,1,1,1,1,75.8,5293.95,1,0,4,77.85,0.9737,5293.95,3,2,1,0,1,0,0,0,0,1,0,1,1,1,0,1
0,0,43,1,2,2,1,104.6,4759.85,1,0,4,110.69,0.945,4759.85,2,3,0,0,0,0,0,1,0,1,0,1,1,0,1,1
0,0,68,1,1,2,1,88.15,6148.45,0,0,6,90.42,0.9749,6148.45,3,2,0,0,1,0,0,1,0,1,1,1,1,1,1,1
0,0,36,1,2,0,1,94.8,3565.65,0,0,3,99.05,0.9571,3565.65,2,2,2,0,0,0,1,0,0,0,0,1,0,0,1,1
1,0,63,1,2,0,1,103.4,6603.0,1,0,4,104.81,0.9865,6603.0,3,3,2,0,1,0,0,1,0,1,0,1,1,0,1,1
0,0,32,1,1,0,0,54.65,1830.1,0,1,2,57.19,0.9556,1830.1,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,71,1,1,2,0,85.75,6223.8,0,0,6,87.66,0.9782,6223.8,3,2,0,0,1,0,1,0,0,1,1,1,1,1,1,1
1,1,66,1,1,0,1,67.45,4508.65,0,0,3,68.31,0.9874,4508.65,3,2,2,0,1,0,0,0,0,1,1,1,1,0,0,0
0,0,63,1,0,1,0,20.5,1328.15,0,0,0,21.08,0.9725,1328.15,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
0,1,41,1,0,1,1,20.25,865.0,0,0,0,21.1,0.9597,865.0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1,1,2,0,1,72.1,72.1,0,1,0,72.1,1.0,72.1,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,2,1,2,0,1,90.4,168.2,1,0,2,84.1,1.0749,168.2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
1,0,70,1,0,2,0,19.45,1303.5,0,0,0,18.62,1.0446,1303.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,23,0,1,0,1,44.95,996.85,0,0,2,43.34,1.0371,996.85,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1
1,0,64,1,2,1,0,97.0,6430.9,0,1,4,100.48,0.9654,6430.9,3,3,1,0,1,0,0,0,0,0,1,1,1,0,0,1
1,1,37,1,1,2,1,62.8,2278.75,0,0,3,61.59,1.0196,2278.75,2,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0
0,1,17,1,1,1,0,44.6,681.4,0,0,0,40.08,1.1128,681.4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,7,1,2,0,1,89.15,574.35,0,1,2,82.05,1.0865,574.35,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1
1,1,4,1,2,0,1,84.8,371.9,1,0,2,92.98,0.912,371.9,0,2,2,1,0,0,0,0,0,1,0,1,1,0,0,0
0,0,21,0,1,0,1,41.9,840.1,1,1,2,40.0,1.0475,840.1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,10,1,2,0,1,80.25,846.0,1,0,1,84.6,0.9486,846.0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,16,1,1,0,1,54.1,889.0,0,1,1,55.56,0.9737,889.0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0
1,0,64,1,2,2,1,105.25,6823.4,0,0,4,106.62,0.9872,6823.4,3,3,0,0,1,0,0,1,0,1,0,1,0,1,1,1
1,0,27,0,1,0,0,30.75,805.1,1,1,1,29.82,1.0312,805.1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,42,1,2,1,0,97.1,4016.75,0,0,3,95.64,1.0153,4016.75,2,3,1,0,0,0,0,1,0,1,1,0,0,0,1,1
0,1,5,1,0,0,0,20.2,83.75,0,0,0,16.75,1.206,83.75,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0
0,0,41,1,2,2,1,98.8,3959.15,0,0,4,96.56,1.0232,3959.15,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1,0,58,1,1,1,0,50.3,2878.55,0,0,1,49.63,1.0135,2878.55,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,47,1,0,2,1,20.55,945.7,0,0,0,20.12,1.0214,945.7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,18,1,2,0,1,75.9,1373.05,0,0,1,76.28,0.995,1373.05,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,5,1,2,0,0,96.5,492.55,1,0,3,98.51,0.9796,492.55,0,3,2,1,0,0,0,0,0,0,0,0,1,0,1,1
